"","logFC","logCPM","F","PValue","diffexpressed"
"ENSG00000000003",0.2415565900501,6.18335340903109,13.9277452134004,0.000206287250000277,"NO"
"ENSG00000000005",0.527296816557194,-0.781683247026042,6.7390391089958,0.00964170354374838,"NO"
"ENSG00000000419",0.0271691431022879,4.54156107019302,0.602875788975494,0.437760031009046,"NO"
"ENSG00000000457",-0.028643891787371,3.51057775094586,0.99522372754161,0.318833265218002,"NO"
"ENSG00000000460",0.621504129254102,2.44738404991658,109.493080887402,8.0819061086666e-24,"NO"
"ENSG00000000938",0.0199582986350759,3.41772566314715,0.0597409389567252,0.806981557737909,"NO"
"ENSG00000000971",0.257458359354604,4.54999922781401,4.54954191250005,0.0332946246889645,"NO"
"ENSG00000001036",0.60020579725312,4.57141098272617,64.2626997914186,4.93324537926e-15,"NO"
"ENSG00000001084",0.118178710876777,6.14699227382512,3.48664643198459,0.0623073422064989,"NO"
"ENSG00000001167",-0.491068969773264,4.82299565870516,166.884870027075,3.28915868504373e-34,"NO"
"ENSG00000001460",-0.0676773418426282,2.83595333416558,0.284763573622504,0.593774927249512,"NO"
"ENSG00000001461",-0.175180281647341,6.0426711039244,2.71172112699678,0.100087898129376,"NO"
"ENSG00000001497",-0.29394661054758,5.91239373217914,42.4574426436774,1.43062398036775e-10,"NO"
"ENSG00000001561",-0.327162361539279,5.26581183551756,13.7532687757111,0.000225927624802507,"NO"
"ENSG00000001617",-0.156509995211363,2.979690709768,1.78334463190781,0.182197986660982,"NO"
"ENSG00000001626",-0.418586485574641,1.83828921406798,11.1651230178209,0.000880336231030617,"NO"
"ENSG00000001629",-0.0238813861616101,7.1947647447553,0.150334771883678,0.698340213636746,"NO"
"ENSG00000001630",-0.403163384946699,2.03487783153283,18.5543830457794,1.90148510149325e-05,"NO"
"ENSG00000001631",0.082207817493766,3.09803562270434,1.81015940061869,0.178949471382272,"NO"
"ENSG00000002016",-0.0594217042831139,3.9818811762077,1.02462493511875,0.31179405406653,"NO"
"ENSG00000002330",0.267940812135475,3.96072501140192,19.4351340029482,1.21404696657076e-05,"NO"
"ENSG00000002549",0.447994024714928,6.93970869794509,53.8051169743203,6.49095467610404e-13,"NO"
"ENSG00000002586",1.04075367468249,8.78367019033139,82.3580287966512,1.28278149002345e-18,"UP"
"ENSG00000002587",2.68874073436118,4.38294239904042,466.607054965743,9.7476571897105e-79,"UP"
"ENSG00000002726",-0.278573953297114,-2.54475745792276,3.61294201710233,0.0577654111795006,"NO"
"ENSG00000002745",-0.20928839231502,0.503491007642677,1.1431664953438,0.285373793513561,"NO"
"ENSG00000002746",-0.676966311543536,3.91476900127114,23.2488087372108,1.76722458684582e-06,"NO"
"ENSG00000002822",0.0672056690379585,-1.44624446838215,0.441571669136502,0.506596100230078,"NO"
"ENSG00000002834",-0.0900275296949899,7.45476694409331,5.06132478494544,0.0247930272321118,"NO"
